Village Code,Village,District,Regency/City,Province,Household,Total Population,D1_Disabled Male Ratio,D2_Disabled Female Ratio,D3_Non Disabled Male Ratio,D4_Non Disable Female Ratio,A1_Children Ratio,A2_Adolescent Ratio,A3_Young Adults Ratio,A4_Middle Age Ratio,A5_Elderly Ratio,A6_Senior Ratio,D1A1,D1A2,D1A3,D1A4,D1A5,D1A6,D2A1,D2A2,D2A3,D2A4,D2A5,D2A6,D3A1,D3A2,D3A3,D3A4,D3A5,D3A6,D4A1,D4A2,D4A3,D4A4,D4A5,D4A6
51.08.03.2015,Sepang Kelod,Busungbiu,Buleleng,Bali,1149,4213,0.0024,0.0028,0.5037,0.4911,0.1303,0.16,0.2808,0.2834,0.089,0.0565,0.0003,0.0004,0.0007,0.0007,0.0002,0.0001,0.0004,0.0005,0.0008,0.0008,0.0003,0.0002,0.0656,0.0806,0.1414,0.1427,0.0448,0.0285,0.064,0.0786,0.1379,0.1392,0.0437,0.0277
51.06.04.2030,Serai,Kintamani,Bangli,Bali,340,1190,0.0143,0.005,0.5067,0.4739,0.1504,0.1555,0.3336,0.2429,0.0714,0.0462,0.0021,0.0022,0.0048,0.0035,0.001,0.0007,0.0008,0.0008,0.0017,0.0012,0.0004,0.0002,0.0762,0.0788,0.169,0.1231,0.0362,0.0234,0.0713,0.0737,0.1581,0.1151,0.0339,0.0219
51.71.01.1001,Serangan,Denpasar Selatan,Kota Denpasar,Bali,1140,4109,0.0037,0.0034,0.505,0.488,0.1283,0.1684,0.2838,0.3108,0.0679,0.0409,0.0005,0.0006,0.001,0.0011,0.0002,0.0001,0.0004,0.0006,0.001,0.0011,0.0002,0.0001,0.0648,0.085,0.1433,0.1569,0.0343,0.0206,0.0626,0.0822,0.1385,0.1516,0.0331,0.02
51.07.04.2006,Seraya,Karangasem,Karangasem,Bali,3564,11300,0.0032,0.0021,0.4999,0.4948,0.1427,0.1671,0.3073,0.2663,0.075,0.0416,0.0005,0.0005,0.001,0.0008,0.0002,0.0001,0.0003,0.0004,0.0007,0.0006,0.0002,0.0001,0.0713,0.0835,0.1536,0.1331,0.0375,0.0208,0.0706,0.0827,0.1521,0.1318,0.0371,0.0206
51.07.04.2007,Seraya Barat,Karangasem,Karangasem,Bali,2023,6076,0.0071,0.0058,0.5013,0.4858,0.133,0.1618,0.2786,0.2852,0.0769,0.0645,0.0009,0.0011,0.002,0.002,0.0005,0.0005,0.0008,0.0009,0.0016,0.0016,0.0004,0.0004,0.0667,0.0811,0.1397,0.143,0.0385,0.0323,0.0646,0.0786,0.1354,0.1386,0.0373,0.0313
51.07.04.2008,Seraya Timur,Karangasem,Karangasem,Bali,2519,8653,0.0046,0.0027,0.512,0.4808,0.1636,0.1732,0.3657,0.2188,0.0496,0.0291,0.0008,0.0008,0.0017,0.001,0.0002,0.0001,0.0004,0.0005,0.001,0.0006,0.0001,0.0001,0.0838,0.0887,0.1872,0.112,0.0254,0.0149,0.0787,0.0833,0.1758,0.1052,0.0238,0.014
51.08.02.1015,Seririt,Seririt,Buleleng,Bali,2535,7777,0.0031,0.0027,0.5015,0.4927,0.1412,0.1641,0.295,0.2711,0.0829,0.0458,0.0004,0.0005,0.0009,0.0008,0.0003,0.0001,0.0004,0.0004,0.0008,0.0007,0.0002,0.0001,0.0708,0.0823,0.1479,0.1359,0.0416,0.023,0.0696,0.0808,0.1453,0.1336,0.0409,0.0226
51.04.03.2013,Serongga,Gianyar,Gianyar,Bali,1254,5406,0.0076,0.0065,0.4891,0.4969,0.1258,0.1504,0.2858,0.2928,0.0919,0.0533,0.001,0.0011,0.0022,0.0022,0.0007,0.0004,0.0008,0.001,0.0019,0.0019,0.0006,0.0003,0.0615,0.0736,0.1398,0.1432,0.045,0.0261,0.0625,0.0747,0.142,0.1455,0.0457,0.0265
51.71.01.1003,Sesetan,Denpasar Selatan,Kota Denpasar,Bali,11258,40515,0.0011,0.0006,0.4968,0.5015,0.1261,0.1582,0.3061,0.3031,0.0731,0.0334,0.0001,0.0002,0.0003,0.0003,0.0001,0,0.0001,0.0001,0.0002,0.0002,0,0,0.0626,0.0786,0.1521,0.1506,0.0363,0.0166,0.0632,0.0793,0.1535,0.152,0.0367,0.0167
51.06.04.2046,Siakin,Kintamani,Bangli,Bali,636,2167,0.0014,0.0018,0.5173,0.4795,0.1551,0.1818,0.3161,0.2432,0.0637,0.0401,0.0002,0.0003,0.0004,0.0003,0.0001,0.0001,0.0003,0.0003,0.0006,0.0004,0.0001,0.0001,0.0802,0.0941,0.1635,0.1258,0.0329,0.0208,0.0743,0.0872,0.1516,0.1166,0.0305,0.0192
51.04.03.2010,Siangan,Gianyar,Gianyar,Bali,1510,6497,0.0052,0.0028,0.4988,0.4932,0.1214,0.1522,0.271,0.3018,0.0834,0.07,0.0006,0.0008,0.0014,0.0016,0.0004,0.0004,0.0003,0.0004,0.0008,0.0008,0.0002,0.0002,0.0606,0.0759,0.1352,0.1506,0.0416,0.0349,0.0599,0.0751,0.1337,0.1488,0.0411,0.0345
51.03.03.2003,Sibanggede,Abiansemal,Badung,Bali,2245,7769,0.004,0.005,0.4905,0.5005,0.124,0.1326,0.2855,0.3024,0.088,0.0676,0.0005,0.0005,0.0011,0.0012,0.0004,0.0003,0.0006,0.0007,0.0014,0.0015,0.0004,0.0003,0.0608,0.065,0.14,0.1483,0.0432,0.0331,0.062,0.0663,0.1429,0.1513,0.0441,0.0338
51.03.03.2002,Sibangkaja,Abiansemal,Badung,Bali,1727,7084,0.0028,0.0025,0.4905,0.5041,0.1198,0.1513,0.2737,0.2984,0.092,0.0647,0.0003,0.0004,0.0008,0.0008,0.0003,0.0002,0.0003,0.0004,0.0007,0.0008,0.0002,0.0002,0.0588,0.0742,0.1343,0.1464,0.0451,0.0317,0.0604,0.0763,0.138,0.1504,0.0464,0.0326
51.07.06.2004,Sibetan,Bebandem,Karangasem,Bali,3102,10212,0.0049,0.0029,0.4873,0.5049,0.1395,0.1552,0.2642,0.2698,0.0965,0.0748,0.0007,0.0008,0.0013,0.0013,0.0005,0.0004,0.0004,0.0005,0.0008,0.0008,0.0003,0.0002,0.068,0.0756,0.1287,0.1315,0.047,0.0365,0.0705,0.0784,0.1334,0.1362,0.0487,0.0378
51.71.01.2007,Sidakarya,Denpasar Selatan,Kota Denpasar,Bali,5226,18222,0.001,0.0007,0.4918,0.5064,0.1281,0.1613,0.298,0.3054,0.0734,0.0337,0.0001,0.0002,0.0003,0.0003,0.0001,0,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.063,0.0793,0.1466,0.1502,0.0361,0.0166,0.0649,0.0817,0.1509,0.1547,0.0372,0.0171
51.04.03.2002,Sidan,Gianyar,Gianyar,Bali,1309,5632,0.0046,0.0036,0.4957,0.4961,0.1213,0.1573,0.2665,0.2972,0.0898,0.0678,0.0006,0.0007,0.0012,0.0014,0.0004,0.0003,0.0004,0.0006,0.0009,0.0011,0.0003,0.0002,0.0601,0.078,0.1321,0.1473,0.0445,0.0336,0.0602,0.078,0.1322,0.1475,0.0446,0.0336
51.07.02.2003,Sidemen,Sidemen,Karangasem,Bali,1375,4455,0,0,0.4909,0.5091,0.1315,0.1576,0.2723,0.2898,0.0747,0.0741,0,0,0,0,0,0,0,0,0,0,0,0,0.0646,0.0774,0.1337,0.1423,0.0367,0.0364,0.067,0.0802,0.1386,0.1475,0.0381,0.0377
51.08.04.2010,Sidetapa,Banjar,Buleleng,Bali,2104,6007,0.0045,0.0047,0.4809,0.5099,0.1375,0.157,0.297,0.295,0.0724,0.0411,0.0006,0.0007,0.0013,0.0013,0.0003,0.0002,0.0006,0.0007,0.0014,0.0014,0.0003,0.0002,0.0661,0.0755,0.1428,0.1419,0.0348,0.0198,0.0701,0.08,0.1514,0.1504,0.0369,0.021
51.08.05.2006,Silangjana,Sukasada,Buleleng,Bali,933,2782,0.0043,0.0032,0.4993,0.4932,0.1441,0.1833,0.2854,0.2638,0.0651,0.0582,0.0006,0.0008,0.0012,0.0011,0.0003,0.0003,0.0005,0.0006,0.0009,0.0009,0.0002,0.0002,0.072,0.0915,0.1425,0.1317,0.0325,0.0291,0.0711,0.0904,0.1408,0.1301,0.0321,0.0287
51.08.07.2010,Sinabun,Sawan,Buleleng,Bali,1944,6076,0.0021,0.0038,0.5008,0.4933,0.154,0.1754,0.2986,0.2512,0.0678,0.053,0.0003,0.0004,0.0006,0.0005,0.0001,0.0001,0.0006,0.0007,0.0011,0.001,0.0003,0.0002,0.0772,0.0879,0.1495,0.1258,0.034,0.0265,0.076,0.0865,0.1473,0.1239,0.0334,0.0261
51.07.02.2006,Sinduwati,Sidemen,Karangasem,Bali,1527,5008,0.0026,0.001,0.496,0.5004,0.141,0.1562,0.2983,0.2626,0.0779,0.0641,0.0004,0.0004,0.0008,0.0007,0.0002,0.0002,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0699,0.0775,0.148,0.1302,0.0386,0.0318,0.0705,0.0781,0.1493,0.1314,0.039,0.0321
51.04.05.2003,Singakerta,Ubud,Gianyar,Bali,2392,10323,0.0016,0.0022,0.5015,0.4946,0.1285,0.1407,0.2857,0.2925,0.0849,0.0679,0.0002,0.0002,0.0005,0.0005,0.0001,0.0001,0.0003,0.0003,0.0006,0.0007,0.0002,0.0002,0.0644,0.0705,0.1433,0.1467,0.0426,0.0341,0.0635,0.0696,0.1413,0.1447,0.042,0.0336
51.04.01.2006,Singapadu,Sukawati,Gianyar,Bali,1517,6350,0.0011,0.0005,0.5009,0.4975,0.1134,0.1298,0.2852,0.3139,0.0869,0.0709,0.0001,0.0001,0.0003,0.0003,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0.0568,0.065,0.1429,0.1572,0.0435,0.0355,0.0564,0.0646,0.1419,0.1561,0.0432,0.0353
51.04.01.2011,Singapadu Kaler,Sukawati,Gianyar,Bali,1428,6229,0.0031,0.0024,0.4953,0.4993,0.1093,0.1392,0.2801,0.3098,0.0947,0.0668,0.0003,0.0004,0.0009,0.0009,0.0003,0.0002,0.0003,0.0003,0.0007,0.0007,0.0002,0.0002,0.0541,0.0689,0.1387,0.1535,0.0469,0.0331,0.0546,0.0695,0.1399,0.1547,0.0473,0.0333
51.04.01.2010,Singapadu Tengah,Sukawati,Gianyar,Bali,1148,4984,0.0044,0.004,0.4852,0.5064,0.1132,0.1324,0.2795,0.3146,0.0875,0.0728,0.0005,0.0006,0.0012,0.0014,0.0004,0.0003,0.0005,0.0005,0.0011,0.0013,0.0004,0.0003,0.0549,0.0642,0.1356,0.1526,0.0424,0.0353,0.0573,0.0671,0.1415,0.1593,0.0443,0.0369
51.03.02.2011,Sobangan,Mengwi,Badung,Bali,1157,3985,0.0045,0.003,0.5026,0.4898,0.131,0.1395,0.265,0.3152,0.0785,0.0708,0.0006,0.0006,0.0012,0.0014,0.0004,0.0003,0.0004,0.0004,0.0008,0.0009,0.0002,0.0002,0.0658,0.0701,0.1332,0.1584,0.0395,0.0356,0.0642,0.0683,0.1298,0.1544,0.0385,0.0347
51.06.04.2024,Songan A,Kintamani,Bangli,Bali,2255,8119,0.0038,0.0015,0.4982,0.4965,0.1586,0.2147,0.3289,0.2162,0.0448,0.0368,0.0006,0.0008,0.0013,0.0008,0.0002,0.0001,0.0002,0.0003,0.0005,0.0003,0.0001,0.0001,0.079,0.107,0.1638,0.1077,0.0223,0.0183,0.0788,0.1066,0.1633,0.1073,0.0223,0.0183
51.06.04.2025,Songan B,Kintamani,Bangli,Bali,3149,11525,0.0023,0.0033,0.5034,0.491,0.1664,0.2151,0.3324,0.2077,0.0456,0.0327,0.0004,0.0005,0.0007,0.0005,0.0001,0.0001,0.0005,0.0007,0.0011,0.0007,0.0002,0.0001,0.0838,0.1083,0.1673,0.1046,0.023,0.0165,0.0817,0.1056,0.1632,0.102,0.0224,0.0161
51.05.01.2007,Suana,Nusa Penida,Klungkung,Bali,1354,4407,0.0023,0.002,0.4963,0.4994,0.1228,0.1273,0.2889,0.2818,0.0919,0.0874,0.0003,0.0003,0.0007,0.0006,0.0002,0.0002,0.0003,0.0003,0.0006,0.0006,0.0002,0.0002,0.0609,0.0632,0.1433,0.1399,0.0456,0.0434,0.0613,0.0636,0.1443,0.1408,0.0459,0.0436
51.07.04.1002,Subagan,Karangasem,Karangasem,Bali,5730,18740,0.0018,0.0015,0.4976,0.4991,0.1382,0.1693,0.2883,0.2671,0.0779,0.0592,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0002,0.0003,0.0004,0.0004,0.0001,0.0001,0.0688,0.0842,0.1435,0.1329,0.0388,0.0295,0.069,0.0845,0.1439,0.1333,0.0389,0.0296
51.02.05.2008,Subamia,Tabanan,Tabanan,Bali,758,2235,0.004,0.0045,0.4868,0.5047,0.1087,0.1186,0.264,0.302,0.1177,0.089,0.0004,0.0005,0.0011,0.0012,0.0005,0.0004,0.0005,0.0005,0.0012,0.0014,0.0005,0.0004,0.0529,0.0577,0.1285,0.147,0.0573,0.0433,0.0549,0.0598,0.1332,0.1524,0.0594,0.0449
51.06.04.2045,Subaya,Kintamani,Bangli,Bali,416,1371,0,0,0.5295,0.4705,0.1473,0.1802,0.3676,0.2174,0.0598,0.0277,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.0954,0.1947,0.1151,0.0317,0.0147,0.0693,0.0848,0.1729,0.1023,0.0281,0.013
51.08.03.2007,Subuk,Busungbiu,Buleleng,Bali,506,1544,0.0039,0.0052,0.4909,0.5,0.1211,0.1405,0.2934,0.2766,0.1036,0.0648,0.0005,0.0005,0.0011,0.0011,0.0004,0.0003,0.0006,0.0007,0.0015,0.0014,0.0005,0.0003,0.0595,0.069,0.144,0.1358,0.0509,0.0318,0.0606,0.0703,0.1467,0.1383,0.0518,0.0324
51.08.07.2005,Sudaji,Sawan,Buleleng,Bali,3267,10731,0.0049,0.0034,0.5012,0.4905,0.1568,0.1819,0.3012,0.2356,0.0721,0.0524,0.0008,0.0009,0.0015,0.0012,0.0004,0.0003,0.0005,0.0006,0.001,0.0008,0.0002,0.0002,0.0786,0.0912,0.1509,0.1181,0.0361,0.0262,0.0769,0.0892,0.1477,0.1156,0.0354,0.0257
51.02.05.2001,Sudimara,Tabanan,Tabanan,Bali,2269,6860,0.002,0.0017,0.4953,0.5009,0.1028,0.1108,0.2628,0.2977,0.1195,0.1064,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.0002,0.0002,0.0005,0.0005,0.0002,0.0002,0.0509,0.0549,0.1302,0.1474,0.0592,0.0527,0.0515,0.0555,0.1316,0.1491,0.0599,0.0533
51.07.08.2009,Sukadana,Kubu,Karangasem,Bali,2384,8111,0,0,0.5006,0.4994,0.1513,0.189,0.3055,0.2344,0.0625,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0.0757,0.0946,0.1529,0.1173,0.0313,0.0287,0.0756,0.0944,0.1526,0.1171,0.0312,0.0286
51.08.05.1009,Sukasada,Sukasada,Buleleng,Bali,2685,8144,0.0023,0.0014,0.4961,0.5002,0.1267,0.1597,0.2895,0.2879,0.0825,0.0535,0.0003,0.0004,0.0007,0.0007,0.0002,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0629,0.0792,0.1436,0.1428,0.0409,0.0266,0.0634,0.0799,0.1448,0.144,0.0413,0.0268
51.06.04.2043,Sukawana,Kintamani,Bangli,Bali,1902,6514,0.0023,0.0011,0.5138,0.4828,0.1477,0.1851,0.3158,0.2429,0.0614,0.0471,0.0003,0.0004,0.0007,0.0006,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0001,0.0001,0.0759,0.0951,0.1623,0.1248,0.0316,0.0242,0.0713,0.0894,0.1525,0.1173,0.0296,0.0228
51.04.01.2004,Sukawati,Sukawati,Gianyar,Bali,2964,12966,0.001,0.0003,0.4999,0.4988,0.1141,0.1441,0.2746,0.3081,0.0908,0.0683,0.0001,0.0001,0.0003,0.0003,0.0001,0.0001,0,0,0.0001,0.0001,0,0,0.057,0.0721,0.1373,0.154,0.0454,0.0342,0.0569,0.0719,0.1369,0.1537,0.0453,0.0341
51.06.01.2005,Sulahan,Susut,Bangli,Bali,2791,8601,0.0007,0.0007,0.5019,0.4967,0.1202,0.1398,0.2594,0.3059,0.0996,0.0751,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0001,0.0603,0.0701,0.1302,0.1535,0.05,0.0377,0.0597,0.0694,0.1288,0.1519,0.0495,0.0373
51.05.04.2004,Sulang,Dawan,Klungkung,Bali,339,1086,0.0138,0.0092,0.4742,0.5028,0.1225,0.1501,0.2772,0.2634,0.0985,0.0884,0.0017,0.0021,0.0038,0.0036,0.0014,0.0012,0.0011,0.0014,0.0026,0.0024,0.0009,0.0008,0.0581,0.0712,0.1314,0.1249,0.0467,0.0419,0.0616,0.0755,0.1393,0.1324,0.0495,0.0444
51.03.04.2007,Sulangai,Petang,Badung,Bali,1194,4870,0.0055,0.0053,0.4914,0.4977,0.1103,0.1357,0.2758,0.2967,0.1002,0.0813,0.0006,0.0008,0.0015,0.0016,0.0006,0.0005,0.0006,0.0007,0.0015,0.0016,0.0005,0.0004,0.0542,0.0667,0.1355,0.1458,0.0492,0.04,0.0549,0.0676,0.1373,0.1477,0.0499,0.0405
51.08.02.2012,Sulanyah,Seririt,Buleleng,Bali,795,2274,0.0053,0.0044,0.5141,0.4763,0.1372,0.1451,0.3008,0.2792,0.0862,0.0515,0.0007,0.0008,0.0016,0.0015,0.0005,0.0003,0.0006,0.0006,0.0013,0.0012,0.0004,0.0002,0.0705,0.0746,0.1546,0.1436,0.0443,0.0264,0.0653,0.0691,0.1433,0.133,0.041,0.0245
51.08.01.2001,Sumberklampok,Gerokgak,Buleleng,Bali,1195,3621,0.0061,0.0044,0.5018,0.4877,0.1563,0.1737,0.2914,0.2654,0.0701,0.0431,0.0009,0.0011,0.0018,0.0016,0.0004,0.0003,0.0007,0.0008,0.0013,0.0012,0.0003,0.0002,0.0784,0.0872,0.1462,0.1332,0.0352,0.0216,0.0762,0.0847,0.1421,0.1294,0.0342,0.021
51.71.02.1006,Sumerta,Denpasar Timur,Kota Denpasar,Bali,1994,7874,0.0029,0.0015,0.4909,0.5047,0.1118,0.157,0.2883,0.3034,0.086,0.0536,0.0003,0.0005,0.0008,0.0009,0.0003,0.0002,0.0002,0.0002,0.0004,0.0005,0.0001,0.0001,0.0549,0.0771,0.1415,0.1489,0.0422,0.0263,0.0564,0.0792,0.1455,0.1531,0.0434,0.027
51.71.02.2007,Sumerta Kaja,Denpasar Timur,Kota Denpasar,Bali,2034,8219,0.0047,0.0037,0.4895,0.5021,0.109,0.1563,0.2932,0.3088,0.0827,0.0499,0.0005,0.0007,0.0014,0.0015,0.0004,0.0002,0.0004,0.0006,0.0011,0.0011,0.0003,0.0002,0.0534,0.0765,0.1435,0.1511,0.0405,0.0244,0.0547,0.0785,0.1472,0.1551,0.0415,0.025
51.71.02.2008,Sumerta Kauh,Denpasar Timur,Kota Denpasar,Bali,1952,7117,0.0008,0.0006,0.4992,0.4994,0.1148,0.1463,0.3018,0.299,0.0861,0.052,0.0001,0.0001,0.0003,0.0003,0.0001,0,0.0001,0.0001,0.0002,0.0002,0,0,0.0573,0.073,0.1507,0.1493,0.043,0.026,0.0573,0.073,0.1507,0.1493,0.043,0.026
51.71.02.2002,Sumerta Kelod,Denpasar Timur,Kota Denpasar,Bali,3678,13078,0.0011,0.0008,0.4922,0.506,0.1122,0.1622,0.2916,0.3022,0.0817,0.0501,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0552,0.0798,0.1435,0.1487,0.0402,0.0247,0.0568,0.0821,0.1476,0.1529,0.0414,0.0253
51.04.03.2016,Sumita,Gianyar,Gianyar,Bali,646,2759,0.0076,0.0029,0.4918,0.4976,0.1116,0.1468,0.282,0.295,0.0855,0.079,0.0008,0.0011,0.0021,0.0022,0.0007,0.0006,0.0003,0.0004,0.0008,0.0009,0.0002,0.0002,0.0549,0.0722,0.1387,0.1451,0.0421,0.0389,0.0556,0.0731,0.1403,0.1468,0.0426,0.0393
51.06.01.2004,Susut,Susut,Bangli,Bali,2050,6413,0.0031,0.0019,0.4942,0.5009,0.1296,0.1277,0.2687,0.2684,0.107,0.0987,0.0004,0.0004,0.0008,0.0008,0.0003,0.0003,0.0002,0.0002,0.0005,0.0005,0.0002,0.0002,0.064,0.0631,0.1328,0.1326,0.0529,0.0488,0.0649,0.064,0.1346,0.1344,0.0536,0.0494
51.06.04.2021,Suter,Kintamani,Bangli,Bali,643,2108,0.0052,0.0028,0.5095,0.4824,0.1485,0.1532,0.3117,0.2628,0.0759,0.0479,0.0008,0.0008,0.0016,0.0014,0.0004,0.0003,0.0004,0.0004,0.0009,0.0007,0.0002,0.0001,0.0756,0.0781,0.1588,0.1339,0.0387,0.0244,0.0716,0.0739,0.1504,0.1268,0.0366,0.0231
51.04.03.2011,Suwat,Gianyar,Gianyar,Bali,379,1594,0.0113,0.0107,0.4881,0.49,0.0941,0.1487,0.2635,0.3049,0.0947,0.0941,0.0011,0.0017,0.003,0.0034,0.0011,0.0011,0.001,0.0016,0.0028,0.0033,0.001,0.001,0.0459,0.0726,0.1286,0.1488,0.0462,0.0459,0.0461,0.0728,0.1291,0.1494,0.0464,0.0461
51.08.07.2008,Suwug,Sawan,Buleleng,Bali,2458,7599,0.0051,0.0028,0.5045,0.4876,0.144,0.1703,0.3015,0.2588,0.0667,0.0587,0.0007,0.0009,0.0015,0.0013,0.0003,0.0003,0.0004,0.0005,0.0008,0.0007,0.0002,0.0002,0.0726,0.0859,0.1521,0.1306,0.0337,0.0296,0.0702,0.083,0.147,0.1262,0.0325,0.0286
51.02.08.2015,Tajen,Penebel,Tabanan,Bali,997,2770,0.0043,0.0047,0.4906,0.5004,0.1007,0.0971,0.2563,0.2964,0.1267,0.1227,0.0004,0.0004,0.0011,0.0013,0.0005,0.0005,0.0005,0.0005,0.0012,0.0014,0.0006,0.0006,0.0494,0.0476,0.1258,0.1454,0.0622,0.0602,0.0504,0.0486,0.1283,0.1483,0.0634,0.0614
51.08.08.2004,Tajun,Kubutambahan,Buleleng,Bali,2190,6929,0.0051,0.0025,0.5045,0.4879,0.1345,0.1703,0.305,0.2514,0.0808,0.058,0.0007,0.0009,0.0015,0.0013,0.0004,0.0003,0.0003,0.0004,0.0007,0.0006,0.0002,0.0001,0.0679,0.0859,0.1539,0.1268,0.0408,0.0293,0.0656,0.0831,0.1488,0.1227,0.0394,0.0283
51.05.02.2002,Takmung,Banjarangkan,Klungkung,Bali,1317,5235,0.0038,0.0021,0.4993,0.4947,0.1158,0.1343,0.2734,0.2919,0.0978,0.0869,0.0004,0.0005,0.001,0.0011,0.0004,0.0003,0.0002,0.0003,0.0006,0.0006,0.0002,0.0002,0.0578,0.0671,0.1365,0.1457,0.0488,0.0434,0.0573,0.0664,0.1352,0.1444,0.0484,0.043
51.07.02.2002,Talibeng,Sidemen,Karangasem,Bali,1209,3766,0,0,0.4934,0.5066,0.1322,0.1516,0.2727,0.2812,0.0951,0.0672,0,0,0,0,0,0,0,0,0,0,0,0,0.0652,0.0748,0.1345,0.1387,0.0469,0.0331,0.067,0.0768,0.1382,0.1425,0.0482,0.034
51.03.03.2010,Taman,Abiansemal,Badung,Bali,2238,7100,0.0114,0.0059,0.4923,0.4904,0.1134,0.1318,0.2708,0.3108,0.0911,0.082,0.0013,0.0015,0.0031,0.0035,0.001,0.0009,0.0007,0.0008,0.0016,0.0018,0.0005,0.0005,0.0558,0.0649,0.1333,0.153,0.0449,0.0404,0.0556,0.0647,0.1328,0.1524,0.0447,0.0402
51.06.02.2002,Tamanbali,Bangli,Bangli,Bali,2212,7358,0.0056,0.0052,0.4904,0.4989,0.1297,0.1454,0.2688,0.2816,0.0968,0.0777,0.0007,0.0008,0.0015,0.0016,0.0005,0.0004,0.0007,0.0008,0.0014,0.0015,0.0005,0.0004,0.0636,0.0713,0.1318,0.1381,0.0474,0.0381,0.0647,0.0726,0.1341,0.1405,0.0483,0.0388
51.08.08.2001,Tambakan,Kubutambahan,Buleleng,Bali,1100,3562,0.0084,0.0042,0.5039,0.4834,0.1289,0.1623,0.3158,0.2765,0.062,0.0545,0.0011,0.0014,0.0027,0.0023,0.0005,0.0005,0.0005,0.0007,0.0013,0.0012,0.0003,0.0002,0.0649,0.0818,0.1592,0.1394,0.0313,0.0274,0.0623,0.0784,0.1527,0.1337,0.03,0.0263
51.08.08.2007,Tamblang,Kubutambahan,Buleleng,Bali,2388,7843,0.0062,0.0068,0.4936,0.4934,0.1485,0.17,0.2994,0.2503,0.0862,0.0456,0.0009,0.0011,0.0019,0.0016,0.0005,0.0003,0.001,0.0011,0.002,0.0017,0.0006,0.0003,0.0733,0.0839,0.1478,0.1235,0.0425,0.0225,0.0733,0.0839,0.1477,0.1235,0.0425,0.0225
51.04.04.2003,Tampaksiring,Tampaksiring,Gianyar,Bali,2853,11343,0.0011,0.0013,0.5066,0.491,0.1196,0.1533,0.2718,0.2997,0.0861,0.0695,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0606,0.0777,0.1377,0.1518,0.0436,0.0352,0.0587,0.0753,0.1334,0.1471,0.0423,0.0341
51.08.04.2011,Tampekan,Banjar,Buleleng,Bali,399,1113,0.0027,0.0099,0.4717,0.5157,0.1276,0.1662,0.2749,0.2749,0.0952,0.0611,0.0003,0.0004,0.0007,0.0007,0.0003,0.0002,0.0013,0.0016,0.0027,0.0027,0.0009,0.0006,0.0602,0.0784,0.1297,0.1297,0.0449,0.0288,0.0658,0.0857,0.1418,0.1418,0.0491,0.0315
51.02.02.2006,Tangguntiti,Selemadeg Timur,Tabanan,Bali,791,2334,0.0043,0.0047,0.4961,0.4949,0.1011,0.1131,0.2468,0.2956,0.1354,0.108,0.0004,0.0005,0.0011,0.0013,0.0006,0.0005,0.0005,0.0005,0.0012,0.0014,0.0006,0.0005,0.0502,0.0561,0.1224,0.1467,0.0672,0.0536,0.05,0.056,0.1221,0.1463,0.067,0.0534
51.08.02.2011,Tangguwisia,Seririt,Buleleng,Bali,907,2609,0.0023,0.0004,0.4944,0.5029,0.1384,0.151,0.2833,0.276,0.0855,0.0659,0.0003,0.0003,0.0007,0.0006,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0,0,0.0684,0.0747,0.1401,0.1365,0.0423,0.0326,0.0696,0.0759,0.1424,0.1388,0.043,0.0332
51.05.03.2006,Tangkas,Klungkung,Klungkung,Bali,916,3410,0.0038,0.0047,0.4968,0.4947,0.1361,0.1551,0.2877,0.2669,0.0927,0.0616,0.0005,0.0006,0.0011,0.001,0.0004,0.0002,0.0006,0.0007,0.0013,0.0013,0.0004,0.0003,0.0676,0.0771,0.1429,0.1326,0.046,0.0306,0.0673,0.0767,0.1423,0.132,0.0458,0.0305
51.05.01.2006,Tanglad,Nusa Penida,Klungkung,Bali,894,2944,0.0027,0.0017,0.4969,0.4986,0.1359,0.1386,0.2976,0.2565,0.09,0.0815,0.0004,0.0004,0.0008,0.0007,0.0002,0.0002,0.0002,0.0002,0.0005,0.0004,0.0002,0.0001,0.0675,0.0689,0.1479,0.1274,0.0447,0.0405,0.0678,0.0691,0.1484,0.1279,0.0449,0.0407
