Village Code,Village,District,Regency/City,Province,Household,Total Population,D1_Disabled Male Ratio,D2_Disabled Female Ratio,D3_Non Disabled Male Ratio,D4_Non Disable Female Ratio,A1_Children Ratio,A2_Adolescent Ratio,A3_Young Adults Ratio,A4_Middle Age Ratio,A5_Elderly Ratio,A6_Senior Ratio,D1A1,D1A2,D1A3,D1A4,D1A5,D1A6,D2A1,D2A2,D2A3,D2A4,D2A5,D2A6,D3A1,D3A2,D3A3,D3A4,D3A5,D3A6,D4A1,D4A2,D4A3,D4A4,D4A5,D4A6
51.03.05.1005,Tanjung Benoa,Kuta Selatan,Badung,Bali,1420,6079,0.0016,0.0012,0.4983,0.4989,0.1398,0.1589,0.3056,0.292,0.0697,0.0339,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0002,0.0002,0.0004,0.0003,0.0001,0,0.0697,0.0792,0.1523,0.1455,0.0348,0.0169,0.0698,0.0793,0.1525,0.1457,0.0348,0.0169
51.04.06.2007,Taro,Tegallalang,Gianyar,Bali,2350,10937,0.006,0.0051,0.4989,0.4899,0.1199,0.1455,0.2947,0.2834,0.0845,0.072,0.0007,0.0009,0.0018,0.0017,0.0005,0.0004,0.0006,0.0007,0.0015,0.0015,0.0004,0.0004,0.0598,0.0726,0.147,0.1414,0.0422,0.0359,0.0587,0.0713,0.1444,0.1389,0.0414,0.0353
51.05.03.2017,Tegak,Klungkung,Klungkung,Bali,1315,4212,0.005,0.0036,0.5043,0.4872,0.1287,0.1555,0.2773,0.2982,0.0781,0.0622,0.0006,0.0008,0.0014,0.0015,0.0004,0.0003,0.0005,0.0006,0.001,0.0011,0.0003,0.0002,0.0649,0.0784,0.1398,0.1504,0.0394,0.0314,0.0627,0.0758,0.1351,0.1453,0.0381,0.0303
51.01.01.2010,Tegal Badeng Barat,Negara,Jembrana,Bali,2043,6603,0.0029,0.0017,0.5023,0.4931,0.1566,0.1745,0.2993,0.2697,0.0665,0.0335,0.0005,0.0005,0.0009,0.0008,0.0002,0.0001,0.0003,0.0003,0.0005,0.0004,0.0001,0.0001,0.0787,0.0876,0.1503,0.1355,0.0334,0.0168,0.0772,0.086,0.1476,0.133,0.0328,0.0165
51.01.01.2009,Tegal Badeng Timur,Negara,Jembrana,Bali,1594,5067,0.0034,0.0022,0.4997,0.4948,0.161,0.164,0.2978,0.2747,0.0679,0.0345,0.0005,0.0006,0.001,0.0009,0.0002,0.0001,0.0003,0.0004,0.0006,0.0006,0.0001,0.0001,0.0805,0.082,0.1488,0.1373,0.0339,0.0173,0.0797,0.0811,0.1473,0.1359,0.0336,0.0171
51.71.03.2008,Tegal Harum,Denpasar Barat,Kota Denpasar,Bali,3424,12984,0.0016,0.0014,0.4968,0.5002,0.1334,0.1613,0.2969,0.2837,0.0841,0.0406,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0002,0.0002,0.0004,0.0004,0.0001,0.0001,0.0663,0.0801,0.1475,0.1409,0.0418,0.0202,0.0667,0.0807,0.1485,0.1419,0.0421,0.0203
51.71.03.2009,Tegal Kertha,Denpasar Barat,Kota Denpasar,Bali,4714,16834,0.0007,0.0007,0.4921,0.5065,0.1382,0.1608,0.2926,0.2923,0.0744,0.0417,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0001,0.0001,0.0002,0.0002,0,0,0.068,0.0791,0.144,0.1439,0.0366,0.0205,0.07,0.0815,0.1482,0.1481,0.0377,0.0211
51.02.02.2008,Tegal Mengkeb,Selemadeg Timur,Tabanan,Bali,900,2709,0.0114,0.0214,0.4891,0.478,0.0893,0.1307,0.2521,0.2938,0.1118,0.1222,0.001,0.0015,0.0029,0.0034,0.0013,0.0014,0.0019,0.0028,0.0054,0.0063,0.0024,0.0026,0.0437,0.0639,0.1233,0.1437,0.0547,0.0598,0.0427,0.0625,0.1205,0.1405,0.0535,0.0584
51.04.03.2017,Tegal Tugu,Gianyar,Gianyar,Bali,688,3000,0.0057,0.003,0.4897,0.5017,0.1263,0.161,0.2723,0.3053,0.0733,0.0617,0.0007,0.0009,0.0015,0.0017,0.0004,0.0003,0.0004,0.0005,0.0008,0.0009,0.0002,0.0002,0.0619,0.0788,0.1334,0.1495,0.0359,0.0302,0.0634,0.0808,0.1366,0.1532,0.0368,0.0309
51.01.02.1006,Tegalcangkring,Mendoyo,Jembrana,Bali,2629,8346,0.0037,0.004,0.4965,0.4958,0.1281,0.1465,0.2749,0.287,0.1041,0.0594,0.0005,0.0005,0.001,0.0011,0.0004,0.0002,0.0005,0.0006,0.0011,0.0011,0.0004,0.0002,0.0636,0.0728,0.1365,0.1425,0.0517,0.0295,0.0635,0.0727,0.1363,0.1423,0.0516,0.0295
51.07.04.2010,Tegalinggah,Karangasem,Karangasem,Bali,1066,3245,0.0052,0.0031,0.4884,0.5032,0.1257,0.1797,0.269,0.2829,0.0755,0.0672,0.0007,0.0009,0.0014,0.0015,0.0004,0.0004,0.0004,0.0006,0.0008,0.0009,0.0002,0.0002,0.0614,0.0878,0.1314,0.1382,0.0369,0.0328,0.0633,0.0904,0.1354,0.1424,0.038,0.0338
51.02.07.2005,Tegaljadi,Marga,Tabanan,Bali,769,2389,0.0059,0.0151,0.491,0.4881,0.1164,0.1201,0.2541,0.3014,0.0967,0.1113,0.0007,0.0007,0.0015,0.0018,0.0006,0.0007,0.0018,0.0018,0.0038,0.0045,0.0015,0.0017,0.0571,0.059,0.1248,0.148,0.0475,0.0547,0.0568,0.0586,0.124,0.1471,0.0472,0.0543
51.04.06.2002,Tegallalang,Tegallalang,Gianyar,Bali,2061,9553,0.0041,0.0043,0.4909,0.5007,0.1186,0.1328,0.2835,0.2954,0.0949,0.0747,0.0005,0.0005,0.0012,0.0012,0.0004,0.0003,0.0005,0.0006,0.0012,0.0013,0.0004,0.0003,0.0582,0.0652,0.1392,0.145,0.0466,0.0367,0.0594,0.0665,0.1419,0.1479,0.0475,0.0374
51.02.08.2016,Tegallinggah,Penebel,Tabanan,Bali,514,1406,0.0064,0.005,0.4851,0.5036,0.0982,0.1223,0.229,0.2795,0.1437,0.1273,0.0006,0.0008,0.0015,0.0018,0.0009,0.0008,0.0005,0.0006,0.0011,0.0014,0.0007,0.0006,0.0476,0.0593,0.1111,0.1356,0.0697,0.0618,0.0494,0.0616,0.1153,0.1408,0.0723,0.0641
51.08.05.2013,Tegallinggah,Sukasada,Buleleng,Bali,2583,8552,0.0027,0.0027,0.5088,0.4859,0.1658,0.1929,0.2991,0.2504,0.0598,0.032,0.0004,0.0005,0.0008,0.0007,0.0002,0.0001,0.0004,0.0005,0.0008,0.0007,0.0002,0.0001,0.0844,0.0982,0.1522,0.1274,0.0304,0.0163,0.0806,0.0937,0.1453,0.1216,0.029,0.0156
51.08.09.2006,Tejakula,Tejakula,Buleleng,Bali,4618,14211,0.0031,0.0025,0.5048,0.4896,0.138,0.1633,0.2857,0.2776,0.079,0.0564,0.0004,0.0005,0.0009,0.0009,0.0002,0.0002,0.0003,0.0004,0.0007,0.0007,0.0002,0.0001,0.0697,0.0824,0.1442,0.1401,0.0399,0.0285,0.0676,0.08,0.1399,0.1359,0.0387,0.0276
51.08.03.2005,Telaga,Busungbiu,Buleleng,Bali,532,1635,0.008,0.0061,0.4972,0.4887,0.1419,0.1474,0.2948,0.2703,0.0899,0.0557,0.0011,0.0012,0.0023,0.0021,0.0007,0.0004,0.0009,0.0009,0.0018,0.0017,0.0005,0.0003,0.0706,0.0733,0.1466,0.1344,0.0447,0.0277,0.0693,0.072,0.1441,0.1321,0.0439,0.0272
51.07.02.2005,Telagatawang,Sidemen,Karangasem,Bali,1062,3450,0.0093,0.0064,0.4867,0.4977,0.1461,0.1777,0.267,0.269,0.0826,0.0577,0.0014,0.0016,0.0025,0.0025,0.0008,0.0005,0.0009,0.0011,0.0017,0.0017,0.0005,0.0004,0.0711,0.0865,0.1299,0.1309,0.0402,0.0281,0.0727,0.0884,0.1329,0.1339,0.0411,0.0287
51.08.09.2010,Tembok,Tejakula,Buleleng,Bali,2450,7731,0.0048,0.0036,0.5015,0.4901,0.1458,0.1713,0.3086,0.2582,0.0529,0.0633,0.0007,0.0008,0.0015,0.0012,0.0003,0.0003,0.0005,0.0006,0.0011,0.0009,0.0002,0.0002,0.0731,0.0859,0.1548,0.1295,0.0265,0.0317,0.0714,0.0839,0.1513,0.1265,0.0259,0.031
51.06.03.2002,Tembuku,Tembuku,Bangli,Bali,1721,5332,0,0,0.4994,0.5006,0.1215,0.1416,0.268,0.2849,0.1007,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0.0607,0.0707,0.1339,0.1423,0.0503,0.0416,0.0608,0.0709,0.1342,0.1426,0.0504,0.0417
51.04.03.2015,Temesi,Gianyar,Gianyar,Bali,921,4073,0.0047,0.0044,0.4925,0.4984,0.1156,0.153,0.2927,0.2897,0.0884,0.0606,0.0005,0.0007,0.0014,0.0014,0.0004,0.0003,0.0005,0.0007,0.0013,0.0013,0.0004,0.0003,0.057,0.0753,0.1441,0.1427,0.0435,0.0299,0.0576,0.0762,0.1459,0.1444,0.0441,0.0302
51.08.04.2015,Temukus,Banjar,Buleleng,Bali,2449,7400,0.0026,0.0019,0.5007,0.4949,0.1345,0.1608,0.2977,0.2766,0.0816,0.0488,0.0003,0.0004,0.0008,0.0007,0.0002,0.0001,0.0003,0.0003,0.0006,0.0005,0.0002,0.0001,0.0673,0.0805,0.1491,0.1385,0.0409,0.0244,0.0665,0.0796,0.1473,0.1369,0.0404,0.0241
51.07.03.2006,Tenganan,Manggis,Karangasem,Bali,1492,4672,0,0,0.5176,0.4824,0.1222,0.1601,0.2821,0.2789,0.0852,0.0715,0,0,0,0,0,0,0,0,0,0,0,0,0.0633,0.0829,0.146,0.1443,0.0441,0.037,0.059,0.0772,0.1361,0.1346,0.0411,0.0345
51.02.08.2008,Tengkudak,Penebel,Tabanan,Bali,958,2608,0.0061,0.0027,0.4808,0.5104,0.0974,0.1043,0.2504,0.2768,0.1331,0.138,0.0006,0.0006,0.0015,0.0017,0.0008,0.0008,0.0003,0.0003,0.0007,0.0007,0.0004,0.0004,0.0468,0.0501,0.1204,0.1331,0.064,0.0664,0.0497,0.0532,0.1278,0.1413,0.0679,0.0704
51.06.04.2023,Terunyan,Kintamani,Bangli,Bali,915,3153,0,0,0.5176,0.4824,0.117,0.1694,0.3026,0.2892,0.0691,0.0526,0,0,0,0,0,0,0,0,0,0,0,0,0.0606,0.0877,0.1566,0.1497,0.0358,0.0273,0.0565,0.0817,0.146,0.1395,0.0334,0.0254
51.07.08.2005,Tianyar Barat,Kubu,Karangasem,Bali,4296,15009,0.0001,0,0.5124,0.4875,0.1674,0.1866,0.3233,0.2143,0.0482,0.0601,0,0,0,0,0,0,0,0,0,0,0,0,0.0858,0.0956,0.1657,0.1098,0.0247,0.0308,0.0816,0.091,0.1576,0.1045,0.0235,0.0293
51.07.08.2006,Tianyar Tengah,Kubu,Karangasem,Bali,3194,11060,0,0,0.5118,0.4882,0.1668,0.1995,0.315,0.2167,0.0522,0.0497,0,0,0,0,0,0,0,0,0,0,0,0,0.0854,0.1021,0.1612,0.1109,0.0267,0.0254,0.0814,0.0974,0.1538,0.1058,0.0255,0.0243
51.03.06.2004,Tibubeneng,Kuta Utara,Badung,Bali,3189,12611,0.0029,0.0018,0.4885,0.5068,0.1191,0.1506,0.2993,0.3211,0.0694,0.0404,0.0003,0.0004,0.0009,0.0009,0.0002,0.0001,0.0002,0.0003,0.0005,0.0006,0.0001,0.0001,0.0582,0.0736,0.1462,0.1569,0.0339,0.0198,0.0604,0.0763,0.1517,0.1628,0.0352,0.0205
51.02.04.2001,Tibubiu,Kerambitan,Tabanan,Bali,609,1691,0.0083,0.0053,0.4944,0.492,0.1059,0.0993,0.2295,0.2992,0.1289,0.1372,0.0009,0.0008,0.0019,0.0025,0.0011,0.0011,0.0006,0.0005,0.0012,0.0016,0.0007,0.0007,0.0523,0.0491,0.1134,0.1479,0.0637,0.0678,0.0521,0.0489,0.1129,0.1472,0.0634,0.0675
51.06.01.2007,Tiga,Susut,Bangli,Bali,2314,7595,0,0,0.5118,0.4882,0.128,0.1543,0.2808,0.2994,0.0791,0.0583,0,0,0,0,0,0,0,0,0,0,0,0,0.0655,0.079,0.1437,0.1532,0.0405,0.0299,0.0625,0.0753,0.1371,0.1462,0.0386,0.0285
51.08.04.2016,Tigawasa,Banjar,Buleleng,Bali,1949,6336,0.0114,0.0087,0.497,0.483,0.1561,0.1774,0.2923,0.2519,0.0715,0.0508,0.0018,0.002,0.0033,0.0029,0.0008,0.0006,0.0014,0.0015,0.0025,0.0022,0.0006,0.0004,0.0776,0.0882,0.1453,0.1252,0.0355,0.0253,0.0754,0.0857,0.1412,0.1217,0.0345,0.0245
51.05.02.2007,Tihingan,Banjarangkan,Klungkung,Bali,1032,3959,0.004,0.002,0.4968,0.4971,0.1175,0.1452,0.2632,0.2804,0.1026,0.0912,0.0005,0.0006,0.0011,0.0011,0.0004,0.0004,0.0002,0.0003,0.0005,0.0006,0.0002,0.0002,0.0584,0.0722,0.1308,0.1393,0.051,0.0453,0.0584,0.0722,0.1308,0.1394,0.051,0.0453
51.02.03.2007,Tiying Gading,Selemadeg Barat,Tabanan,Bali,767,2213,0.0199,0.0194,0.488,0.4727,0.1089,0.1103,0.2544,0.3019,0.1085,0.1161,0.0022,0.0022,0.0051,0.006,0.0022,0.0023,0.0021,0.0021,0.0049,0.0059,0.0021,0.0023,0.0531,0.0538,0.1242,0.1473,0.0529,0.0567,0.0515,0.0521,0.1202,0.1427,0.0513,0.0549
51.02.04.2015,Timpag,Kerambitan,Tabanan,Bali,1278,3568,0.005,0.0067,0.4877,0.5006,0.0973,0.1183,0.2455,0.28,0.1401,0.1188,0.0005,0.0006,0.0012,0.0014,0.0007,0.0006,0.0007,0.0008,0.0017,0.0019,0.0009,0.0008,0.0474,0.0577,0.1197,0.1365,0.0683,0.058,0.0487,0.0592,0.1229,0.1402,0.0701,0.0595
51.05.02.2011,Timuhun,Banjarangkan,Klungkung,Bali,859,3378,0.0044,0.0047,0.4905,0.5003,0.1214,0.1391,0.2762,0.2857,0.0847,0.093,0.0005,0.0006,0.0012,0.0013,0.0004,0.0004,0.0006,0.0007,0.0013,0.0014,0.0004,0.0004,0.0595,0.0682,0.1355,0.1401,0.0415,0.0456,0.0607,0.0696,0.1382,0.1429,0.0424,0.0465
51.08.01.2012,Tinga-tinga,Gerokgak,Buleleng,Bali,1774,5654,0.0055,0.0044,0.4966,0.4935,0.148,0.1574,0.2915,0.2706,0.0861,0.0463,0.0008,0.0009,0.0016,0.0015,0.0005,0.0003,0.0007,0.0007,0.0013,0.0012,0.0004,0.0002,0.0735,0.0782,0.1448,0.1344,0.0428,0.023,0.073,0.0777,0.1438,0.1335,0.0425,0.0229
51.08.03.2008,Tinggarsari,Busungbiu,Buleleng,Bali,1108,3633,0.003,0.0036,0.4968,0.4966,0.1159,0.1745,0.2832,0.262,0.0878,0.0765,0.0004,0.0005,0.0009,0.0008,0.0003,0.0002,0.0004,0.0006,0.001,0.0009,0.0003,0.0003,0.0576,0.0867,0.1407,0.1302,0.0436,0.038,0.0575,0.0867,0.1406,0.1301,0.0436,0.038
51.08.04.2002,Tirtasari,Banjar,Buleleng,Bali,660,1917,0.0042,0.0057,0.5039,0.4862,0.1075,0.1481,0.29,0.2791,0.0923,0.0829,0.0004,0.0006,0.0012,0.0012,0.0004,0.0003,0.0006,0.0009,0.0017,0.0016,0.0005,0.0005,0.0542,0.0747,0.1462,0.1406,0.0465,0.0418,0.0522,0.072,0.141,0.1357,0.0449,0.0403
51.02.04.2005,Tista,Kerambitan,Tabanan,Bali,639,1956,0.0056,0.0056,0.4801,0.5087,0.0992,0.1421,0.2464,0.3108,0.1104,0.091,0.0006,0.0008,0.0014,0.0017,0.0006,0.0005,0.0006,0.0008,0.0014,0.0017,0.0006,0.0005,0.0476,0.0682,0.1183,0.1492,0.053,0.0437,0.0505,0.0723,0.1254,0.1581,0.0562,0.0463
51.07.05.2004,Tista,Abang,Karangasem,Bali,1941,6202,0.0039,0.0029,0.505,0.4882,0.1256,0.1649,0.2715,0.2748,0.0837,0.0795,0.0005,0.0006,0.0011,0.0011,0.0003,0.0003,0.0004,0.0005,0.0008,0.0008,0.0002,0.0002,0.0634,0.0833,0.1371,0.1387,0.0423,0.0401,0.0613,0.0805,0.1326,0.1341,0.0409,0.0388
51.08.03.2002,Tista,Busungbiu,Buleleng,Bali,1310,4220,0.0057,0.0024,0.4938,0.4981,0.1206,0.159,0.2664,0.2716,0.0976,0.0848,0.0007,0.0009,0.0015,0.0015,0.0006,0.0005,0.0003,0.0004,0.0006,0.0006,0.0002,0.0002,0.0596,0.0785,0.1315,0.1341,0.0482,0.0419,0.0601,0.0792,0.1327,0.1353,0.0486,0.0423
51.08.03.2006,Titab,Busungbiu,Buleleng,Bali,389,1214,0.0058,0.0016,0.5016,0.4909,0.1433,0.1532,0.2891,0.2496,0.1021,0.0626,0.0008,0.0009,0.0017,0.0014,0.0006,0.0004,0.0002,0.0003,0.0005,0.0004,0.0002,0.0001,0.0719,0.0769,0.145,0.1252,0.0512,0.0314,0.0704,0.0752,0.1419,0.1225,0.0501,0.0307
51.07.05.2002,Tiyingtali,Abang,Karangasem,Bali,1356,4641,0,0,0.5033,0.4967,0.1396,0.1713,0.2758,0.2711,0.0763,0.0659,0,0,0,0,0,0,0,0,0,0,0,0,0.0703,0.0862,0.1388,0.1364,0.0384,0.0332,0.0693,0.0851,0.137,0.1346,0.0379,0.0327
51.05.02.2013,Tohpati,Banjarangkan,Klungkung,Bali,403,1616,0.0074,0.0056,0.4851,0.5019,0.1139,0.1541,0.271,0.2809,0.1071,0.073,0.0008,0.0011,0.002,0.0021,0.0008,0.0005,0.0006,0.0009,0.0015,0.0016,0.0006,0.0004,0.0552,0.0748,0.1315,0.1363,0.0519,0.0354,0.0571,0.0773,0.136,0.141,0.0537,0.0366
51.05.03.2002,Tojan,Klungkung,Klungkung,Bali,800,3220,0.0037,0.0025,0.4922,0.5016,0.1463,0.145,0.2764,0.2773,0.0904,0.0646,0.0005,0.0005,0.001,0.001,0.0003,0.0002,0.0004,0.0004,0.0007,0.0007,0.0002,0.0002,0.072,0.0714,0.1361,0.1365,0.0445,0.0318,0.0734,0.0727,0.1386,0.1391,0.0453,0.0324
51.71.04.1004,Tonja,Denpasar Utara,Kota Denpasar,Bali,3988,15330,0.0017,0.0012,0.4924,0.5048,0.1257,0.1543,0.2972,0.2857,0.0883,0.0487,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0619,0.076,0.1463,0.1407,0.0435,0.024,0.0634,0.0779,0.15,0.1442,0.0446,0.0246
51.07.02.2007,Tri Eka Buana,Sidemen,Karangasem,Bali,802,2693,0.0085,0.0078,0.4898,0.4939,0.1363,0.1738,0.2789,0.2744,0.0691,0.0676,0.0012,0.0015,0.0024,0.0023,0.0006,0.0006,0.0011,0.0014,0.0022,0.0021,0.0005,0.0005,0.0667,0.0851,0.1366,0.1344,0.0338,0.0331,0.0673,0.0858,0.1377,0.1355,0.0341,0.0334
51.07.05.2014,Tri Buana,Abang,Karangasem,Bali,1636,5361,0.0017,0.0011,0.4939,0.5033,0.147,0.1649,0.2809,0.271,0.0769,0.0593,0.0002,0.0003,0.0005,0.0005,0.0001,0.0001,0.0002,0.0002,0.0003,0.0003,0.0001,0.0001,0.0726,0.0814,0.1388,0.1339,0.038,0.0293,0.074,0.083,0.1414,0.1364,0.0387,0.0299
51.02.07.2011,Tua,Marga,Tabanan,Bali,946,2749,0.0018,0.0018,0.4947,0.5016,0.1091,0.1091,0.2674,0.303,0.1106,0.1008,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.0002,0.0002,0.0005,0.0006,0.0002,0.0002,0.054,0.054,0.1323,0.1499,0.0547,0.0499,0.0547,0.0547,0.1341,0.152,0.0555,0.0505
51.03.01.1001,Tuban,Kuta,Badung,Bali,6719,22676,0.0008,0.0004,0.5067,0.4922,0.1395,0.1597,0.3223,0.3055,0.051,0.022,0.0001,0.0001,0.0003,0.0003,0,0,0,0.0001,0.0001,0.0001,0,0,0.0707,0.0809,0.1633,0.1548,0.0258,0.0112,0.0686,0.0786,0.1586,0.1503,0.0251,0.0109
51.01.04.2009,Tukadaya,Melaya,Jembrana,Bali,2435,8077,0.0031,0.0017,0.5008,0.4944,0.1447,0.1639,0.2869,0.2668,0.0847,0.053,0.0004,0.0005,0.0009,0.0008,0.0003,0.0002,0.0003,0.0003,0.0005,0.0005,0.0001,0.0001,0.0725,0.0821,0.1437,0.1336,0.0424,0.0265,0.0716,0.081,0.1418,0.1319,0.0419,0.0262
51.08.06.2003,Tukadmungga,Buleleng,Buleleng,Bali,1628,5159,0.0021,0.0008,0.5094,0.4877,0.1378,0.1597,0.3222,0.2665,0.0723,0.0415,0.0003,0.0003,0.0007,0.0006,0.0002,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0,0.0702,0.0814,0.1641,0.1358,0.0368,0.0211,0.0672,0.0779,0.1571,0.13,0.0353,0.0202
51.08.01.2014,Tukadsumaga,Gerokgak,Buleleng,Bali,2435,7353,0.0067,0.0045,0.5001,0.4888,0.1458,0.1618,0.2784,0.2936,0.0722,0.0481,0.001,0.0011,0.0019,0.002,0.0005,0.0003,0.0007,0.0007,0.0012,0.0013,0.0003,0.0002,0.0729,0.0809,0.1392,0.1468,0.0361,0.0241,0.0713,0.0791,0.1361,0.1435,0.0353,0.0235
51.07.08.2007,Tulamben,Kubu,Karangasem,Bali,3548,12569,0,0,0.5151,0.4849,0.1666,0.1887,0.3318,0.2209,0.0505,0.0415,0,0,0,0,0,0,0,0,0,0,0,0,0.0858,0.0972,0.1709,0.1138,0.026,0.0214,0.0808,0.0915,0.1609,0.1071,0.0245,0.0201
51.04.03.2001,Tulikup,Gianyar,Gianyar,Bali,2050,8772,0.0058,0.0062,0.4984,0.4896,0.1145,0.1483,0.2676,0.3051,0.0871,0.0775,0.0007,0.0009,0.0016,0.0018,0.0005,0.0005,0.0007,0.0009,0.0016,0.0019,0.0005,0.0005,0.057,0.0739,0.1334,0.152,0.0434,0.0386,0.056,0.0726,0.131,0.1494,0.0426,0.038
51.03.02.2019,Tumbakbayuh,Mengwi,Badung,Bali,800,3673,0.0095,0.0076,0.4819,0.501,0.1345,0.1231,0.2831,0.2859,0.098,0.0754,0.0013,0.0012,0.0027,0.0027,0.0009,0.0007,0.001,0.0009,0.0022,0.0022,0.0007,0.0006,0.0648,0.0593,0.1364,0.1378,0.0472,0.0363,0.0674,0.0616,0.1418,0.1432,0.0491,0.0378
51.07.04.2005,Tumbu,Karangasem,Karangasem,Bali,1583,4920,0,0,0.5041,0.4959,0.1455,0.1622,0.2831,0.2707,0.0659,0.0726,0,0,0,0,0,0,0,0,0,0,0,0,0.0734,0.0818,0.1427,0.1365,0.0332,0.0366,0.0722,0.0804,0.1404,0.1343,0.0327,0.036
51.02.05.2010,Tunjuk,Tabanan,Tabanan,Bali,1713,5010,0.0038,0.0042,0.4974,0.4946,0.1126,0.1188,0.2629,0.2866,0.1158,0.1034,0.0004,0.0005,0.001,0.0011,0.0004,0.0004,0.0005,0.0005,0.0011,0.0012,0.0005,0.0004,0.056,0.0591,0.1308,0.1426,0.0576,0.0514,0.0557,0.0587,0.13,0.1418,0.0573,0.0511
51.08.08.2005,Tunjung,Kubutambahan,Buleleng,Bali,1516,4699,0.004,0.0023,0.5005,0.4931,0.1575,0.1713,0.3041,0.2443,0.0743,0.0485,0.0006,0.0007,0.0012,0.001,0.0003,0.0002,0.0004,0.0004,0.0007,0.0006,0.0002,0.0001,0.0788,0.0857,0.1522,0.1223,0.0372,0.0243,0.0777,0.0845,0.15,0.1205,0.0366,0.0239
51.05.02.2004,Tusan,Banjarangkan,Klungkung,Bali,1132,4362,0.0048,0.0028,0.4986,0.4938,0.124,0.152,0.2703,0.2987,0.0855,0.0695,0.0006,0.0007,0.0013,0.0014,0.0004,0.0003,0.0003,0.0004,0.0007,0.0008,0.0002,0.0002,0.0618,0.0758,0.1348,0.1489,0.0426,0.0346,0.0612,0.0751,0.1335,0.1475,0.0422,0.0343
51.01.04.2008,Tuwed,Melaya,Jembrana,Bali,1677,5286,0.0032,0.0006,0.5021,0.4941,0.1419,0.1659,0.2932,0.2749,0.0793,0.0448,0.0005,0.0005,0.0009,0.0009,0.0003,0.0001,0.0001,0.0001,0.0002,0.0002,0,0,0.0712,0.0833,0.1472,0.138,0.0398,0.0225,0.0701,0.082,0.1449,0.1358,0.0392,0.0222
51.04.05.1005,Ubud,Ubud,Gianyar,Bali,2647,12022,0.0023,0.0012,0.496,0.5005,0.1177,0.1351,0.2879,0.2852,0.1004,0.0737,0.0003,0.0003,0.0007,0.0007,0.0002,0.0002,0.0001,0.0002,0.0003,0.0003,0.0001,0.0001,0.0584,0.067,0.1428,0.1415,0.0498,0.0366,0.0589,0.0676,0.1441,0.1428,0.0502,0.0369
51.71.04.1007,Ubung,Denpasar Utara,Kota Denpasar,Bali,2913,9758,0.0023,0.0008,0.5053,0.4916,0.1174,0.1692,0.3002,0.3165,0.0661,0.0306,0.0003,0.0004,0.0007,0.0007,0.0001,0.0001,0.0001,0.0001,0.0002,0.0003,0.0001,0,0.0593,0.0855,0.1517,0.1599,0.0334,0.0155,0.0577,0.0832,0.1476,0.1556,0.0325,0.0151
51.71.04.2008,Ubung Kaja,Denpasar Utara,Kota Denpasar,Bali,6375,23181,0.0009,0.0009,0.4984,0.4998,0.1228,0.1612,0.2987,0.3045,0.0777,0.0351,0.0001,0.0001,0.0003,0.0003,0.0001,0,0.0001,0.0001,0.0003,0.0003,0.0001,0,0.0612,0.0803,0.1489,0.1518,0.0387,0.0175,0.0614,0.0806,0.1493,0.1522,0.0389,0.0176
51.07.03.2003,Ulakan,Manggis,Karangasem,Bali,1750,6172,0,0,0.5019,0.4981,0.1387,0.1666,0.2735,0.2609,0.0778,0.0826,0,0,0,0,0,0,0,0,0,0,0,0,0.0696,0.0836,0.1373,0.1309,0.039,0.0415,0.0691,0.083,0.1362,0.1299,0.0387,0.0412
51.08.02.2002,Ularan,Seririt,Buleleng,Bali,869,2645,0.0076,0.0057,0.4854,0.5013,0.1535,0.1679,0.2926,0.2605,0.073,0.0526,0.0012,0.0013,0.0022,0.002,0.0006,0.0004,0.0009,0.001,0.0017,0.0015,0.0004,0.0003,0.0745,0.0815,0.1421,0.1265,0.0354,0.0255,0.077,0.0842,0.1467,0.1306,0.0366,0.0263
51.06.04.2003,Ulian,Kintamani,Bangli,Bali,284,993,0.005,0.004,0.5196,0.4713,0.14,0.145,0.2961,0.2941,0.0715,0.0534,0.0007,0.0007,0.0015,0.0015,0.0004,0.0003,0.0006,0.0006,0.0012,0.0012,0.0003,0.0002,0.0727,0.0754,0.1539,0.1528,0.0372,0.0277,0.066,0.0683,0.1395,0.1386,0.0337,0.0252
51.08.02.2021,Umeanyar,Seririt,Buleleng,Bali,570,1706,0.0018,0.0018,0.5029,0.4936,0.1442,0.153,0.2843,0.2603,0.0996,0.0586,0.0003,0.0003,0.0005,0.0005,0.0002,0.0001,0.0003,0.0003,0.0005,0.0005,0.0002,0.0001,0.0725,0.0769,0.143,0.1309,0.0501,0.0295,0.0712,0.0755,0.1403,0.1285,0.0492,0.0289
